Points,50m,55m,60m,50mH,55mH,60mH,200m,300m,400m,500m,4x200m,4x400m,600m,800m,1000m,1500m,Mile,2000m,3000m,2 Miles,5000m,HJ,PV,LJ,TJ,SP,Hept.,Pent.
1299,,,,,,7.41,21.76,34.61,48.52,1:03.44,1:26.59,3:14.50,1:19.80,1:53.30,2:27.00,3:51.51,4:09.99,5:16.72,8:11.80,8:48.23,14:05.19,2.08,5.09,,15.76,21.46,6786.0,5219.0
1298,5.83,6.3,6.35,,,7.23,21.77,34.63,48.54,1:03.47,1:26.64,3:14.61,1:19.84,1:53.36,2:27.07,3:51.63,4:10.12,5:16.89,8:12.07,8:48.53,14:05.67,,,7.36,15.75,21.44,6782.0,5216.0
1297,5.52,,6.78,6.35,6.88,,21.78,34.65,48.57,1:03.51,1:26.69,3:14.72,1:19.89,1:53.41,2:27.15,3:51.74,4:10.25,5:17.06,8:12.34,8:48.83,14:06.15,,6.11,,15.74,21.43,6777.0,5212.0
1296,,,,,,7.42,21.79,34.67,48.59,1:03.54,1:26.73,3:14.84,1:19.93,1:53.47,2:27.22,3:51.86,4:10.38,5:17.23,8:12.62,8:49.12,14:06.64,2.43,5.08,,15.73,21.41,6772.0,5208.0
1295,,6.31,,,6.89,,21.8,34.68,48.62,1:03.57,1:26.78,3:14.95,1:19.97,1:53.53,2:27.29,3:51.98,4:10.50,5:17.39,8:12.89,8:49.42,14:07.12,,,7.35,15.72,21.39,6767.0,5205.0
1294,5.84,5.95,6.79,6.36,6.79,7.43,21.81,34.7,48.64,1:03.61,1:26.83,3:15.06,1:20.01,1:53.59,2:27.37,3:52.10,4:10.63,5:17.56,8:13.16,8:49.71,14:07.60,,6.1,,15.71,21.38,6763.0,5201.0
1293,,,,6.2,,,21.82,34.72,48.67,1:03.64,1:26.88,3:15.17,1:20.06,1:53.65,2:27.44,3:52.22,4:10.76,5:17.73,8:13.43,8:50.01,14:08.09,,5.07,7.34,15.7,21.36,6758.0,5197.0
1292,,,6.36,,6.9,7.44,21.83,34.73,48.69,1:03.67,1:26.93,3:15.28,1:20.10,1:53.70,2:27.52,3:52.34,4:10.89,5:17.90,8:13.71,8:50.31,14:08.57,,6.09,,15.69,21.35,6753.0,5194.0
1291,,6.32,,6.37,,7.25,21.84,34.75,48.72,1:03.71,1:26.98,3:15.39,1:20.14,1:53.76,2:27.59,3:52.46,4:11.02,5:18.07,8:13.98,8:50.60,14:09.06,,,7.33,15.68,21.33,6748.0,5190.0
1290,5.85,,6.8,,6.91,,21.85,34.77,48.74,1:03.74,1:27.03,3:15.51,1:20.18,1:53.82,2:27.67,3:52.58,4:11.15,5:18.24,8:14.25,8:50.90,14:09.54,,5.06,,15.67,21.31,6744.0,5186.0
1289,,,,6.21,,7.45,21.86,34.79,48.76,1:03.77,1:27.07,3:15.62,1:20.23,1:53.88,2:27.74,3:52.70,4:11.28,5:18.40,8:14.53,8:51.20,14:10.03,2.07,6.08,7.32,18.16,21.3,6739.0,5183.0
1288,,,,6.38,,,21.87,34.8,48.79,1:03.81,1:27.12,3:15.73,1:20.27,1:53.94,2:27.82,3:52.82,4:11.41,5:18.57,8:14.80,8:51.49,14:10.51,,,,15.66,21.28,6734.0,5179.0
1287,,6.33,6.81,,6.92,7.46,21.88,34.82,48.81,1:03.84,1:27.17,3:15.84,1:20.31,1:54.00,2:27.89,3:52.94,4:11.54,5:18.74,8:15.08,8:51.79,14:11.00,2.42,,7.31,15.65,21.27,6729.0,5175.0
1286,5.86,,6.37,6.39,6.81,,21.89,34.84,48.84,1:03.88,1:27.22,3:15.95,1:20.35,1:54.05,2:27.97,3:53.05,4:11.67,5:18.91,8:15.35,8:52.09,14:11.48,,5.05,,15.64,21.25,6725.0,5172.0
1285,,,,6.22,,,21.9,34.85,48.86,1:03.91,1:27.27,3:16.07,1:20.40,1:54.11,2:28.04,3:53.17,4:11.80,5:19.08,8:15.62,8:52.38,14:11.97,,,,15.63,21.23,6720.0,5168.0
1284,,,,,6.93,7.47,21.91,34.87,48.89,1:03.94,1:27.32,3:16.18,1:20.44,1:54.17,2:28.12,3:53.29,4:11.93,5:19.25,8:15.90,8:52.68,14:12.45,,,7.3,15.62,21.22,6715.0,5164.0
1283,5.54,6.34,6.82,6.4,,,21.92,34.89,48.91,1:03.98,1:27.36,3:16.29,1:20.48,1:54.23,2:28.19,3:53.41,4:12.06,5:19.41,8:16.17,8:52.98,14:12.94,,5.04,,15.61,21.2,6710.0,5161.0
1282,,,,,6.94,7.48,21.93,34.91,48.94,1:04.01,1:27.41,3:16.40,1:20.53,1:54.29,2:28.27,3:53.53,4:12.19,5:19.58,8:16.45,8:53.28,14:13.42,,,7.29,15.6,21.19,6706.0,5157.0
1281,5.87,5.97,,,,,21.94,34.92,48.96,1:04.04,1:27.46,3:16.51,1:20.57,1:54.35,2:28.34,3:53.65,4:12.32,5:19.75,8:16.72,8:53.57,14:13.91,,6.05,,15.59,21.17,6701.0,5153.0
1280,,,6.83,6.41,,7.49,21.95,34.94,48.99,1:04.08,1:27.51,3:16.63,1:20.61,1:54.40,2:28.42,3:53.77,4:12.45,5:19.92,8:17.00,8:53.87,14:14.40,,5.03,7.28,15.58,21.15,6696.0,5150.0
1279,,6.35,,,6.95,,21.96,34.96,49.01,1:04.11,1:27.56,3:16.74,1:20.65,1:54.46,2:28.49,3:53.89,4:12.58,5:20.09,8:17.27,8:54.17,14:14.88,2.06,,,15.57,21.14,6691.0,5146.0
1278,,,,,6.83,,21.97,34.97,49.03,1:04.15,1:27.61,3:16.85,1:20.70,1:54.52,2:28.57,3:54.01,4:12.71,5:20.26,8:17.54,8:54.47,14:15.37,2.41,6.04,7.27,15.56,21.12,6686.0,5142.0
1277,5.88,,,6.42,6.96,7.5,21.98,34.99,49.06,1:04.18,1:27.66,3:16.96,1:20.74,1:54.58,2:28.64,3:54.13,4:12.84,5:20.43,8:17.82,8:54.77,14:15.86,,5.02,,15.55,21.11,6682.0,5139.0
1276,5.55,6.36,6.84,6.24,,,21.99,35.01,49.08,1:04.21,1:27.71,3:17.08,1:20.78,1:54.64,2:28.72,3:54.25,4:12.97,5:20.60,8:18.09,8:55.06,14:16.34,,,8.63,15.54,21.09,6677.0,5135.0
1275,,5.98,,,,7.51,22.0,35.03,49.11,1:04.25,1:27.75,3:17.19,1:20.83,1:54.70,2:28.79,3:54.37,4:13.10,5:20.77,8:18.37,8:55.36,14:16.83,,6.03,7.26,15.53,21.07,6672.0,5131.0
1274,,,6.39,6.43,6.97,,22.01,35.04,49.13,1:04.28,1:27.80,3:17.30,1:20.87,1:54.75,2:28.87,3:54.49,4:13.23,5:20.93,8:18.64,8:55.66,14:17.32,,5.01,,15.52,21.06,6667.0,5128.0
1273,5.89,,,,,7.3,22.02,35.06,49.16,1:04.31,1:27.85,3:17.41,1:20.91,1:54.81,2:28.94,3:54.61,4:13.36,5:21.10,8:18.92,8:55.96,14:17.81,,,7.25,15.51,21.04,6663.0,5124.0
1272,,6.37,6.85,6.25,,7.52,22.03,35.08,49.18,1:04.35,1:27.90,3:17.53,1:20.96,1:54.87,2:29.02,3:54.73,4:13.49,5:21.27,8:19.20,8:56.26,14:18.30,,6.02,,15.5,21.03,6658.0,5120.0
1271,,,,6.44,6.98,,22.04,35.09,49.21,1:04.38,1:27.95,3:17.64,1:21.00,1:54.93,2:29.09,3:54.85,4:13.62,5:21.44,8:19.47,8:56.56,14:18.78,,5.0,7.24,15.49,21.01,6653.0,5117.0
1270,,,,,6.85,7.53,22.05,35.11,49.23,1:04.42,1:28.00,3:17.75,1:21.04,1:54.99,2:29.17,3:54.97,4:13.75,5:21.61,8:19.75,8:56.86,14:19.27,,6.01,,15.48,21.0,6648.0,5113.0
1269,5.9,,6.86,,6.99,,22.06,35.13,49.26,1:04.45,1:28.05,3:17.86,1:21.08,1:55.05,2:29.24,3:55.09,4:13.88,5:21.78,8:20.02,8:57.15,14:19.76,2.05,,7.23,15.47,20.98,6644.0,5109.0
1268,,6.38,6.4,6.45,,7.54,22.07,35.15,49.28,1:04.48,1:28.10,3:17.98,1:21.13,1:55.11,2:29.32,3:55.21,4:14.02,5:21.95,8:20.30,8:57.45,14:20.25,,4.99,,15.46,20.96,6639.0,5105.0
1267,,,,,,,22.08,35.16,49.31,1:04.52,1:28.14,3:18.09,1:21.17,1:55.17,2:29.39,3:55.33,4:14.15,5:22.12,8:20.57,8:57.75,14:20.74,,6.0,7.22,15.45,20.95,6634.0,5102.0
1266,,,,,7.0,7.32,22.09,35.18,49.33,1:04.55,1:28.19,3:18.20,1:21.21,1:55.22,2:29.47,3:55.45,4:14.28,5:22.29,8:20.85,8:58.05,14:21.23,,,,15.44,20.93,6629.0,5098.0
1265,5.91,,6.87,6.46,,7.55,22.1,35.2,49.36,1:04.59,1:28.24,3:18.32,1:21.26,1:55.28,2:29.54,3:55.57,4:14.41,5:22.46,8:21.13,8:58.35,14:21.72,,,8.58,15.43,20.92,6624.0,5094.0
1264,,6.39,,6.27,7.01,,22.11,35.22,49.38,1:04.62,1:28.29,3:18.43,1:21.30,1:55.34,2:29.62,3:55.69,4:14.54,5:22.63,8:21.40,8:58.65,14:22.21,,4.98,7.21,15.42,20.9,6620.0,5091.0
1263,,,,6.47,,7.56,22.12,35.23,49.41,1:04.65,1:28.34,3:18.54,1:21.34,1:55.40,2:29.70,3:55.81,4:14.67,5:22.80,8:21.68,8:58.95,14:22.70,,,,15.41,20.88,6615.0,5087.0
1262,5.57,6.0,6.88,,6.87,,22.13,35.25,49.43,1:04.69,1:28.39,3:18.65,1:21.39,1:55.46,2:29.77,3:55.93,4:14.80,5:22.97,8:21.96,8:59.25,14:23.19,,,7.2,15.4,20.87,6610.0,5083.0
1261,5.92,6.4,,,7.02,7.57,22.14,35.27,49.45,1:04.72,1:28.44,3:18.77,1:21.43,1:55.52,2:29.85,3:56.05,4:14.93,5:23.14,8:22.23,8:59.55,14:23.68,,4.97,,17.9,20.85,6605.0,5080.0
1260,,,,6.48,,,22.15,35.29,49.48,1:04.76,1:28.49,3:18.88,1:21.47,1:55.58,2:29.92,3:56.17,4:15.06,5:23.31,8:22.51,8:59.85,14:24.17,2.39,,7.19,15.39,20.84,6601.0,5076.0
1259,,,,,7.03,7.34,22.16,35.3,49.5,1:04.79,1:28.54,3:18.99,1:21.52,1:55.64,2:30.00,3:56.29,4:15.19,5:23.48,8:22.79,9:00.15,14:24.66,2.04,5.97,,15.38,20.82,6596.0,5072.0
1258,,,6.89,,6.88,7.58,22.17,35.32,49.53,1:04.82,1:28.59,3:19.11,1:21.56,1:55.69,2:30.07,3:56.41,4:15.33,5:23.65,8:23.06,9:00.45,14:25.15,,4.96,7.18,15.37,20.8,6591.0,5069.0
1257,5.93,6.41,,6.49,,,22.18,35.34,49.55,1:04.86,1:28.63,3:19.22,1:21.60,1:55.75,2:30.15,3:56.54,4:15.46,5:23.82,8:23.34,9:00.75,14:25.64,,,,15.36,20.79,6586.0,5065.0
1256,,6.01,6.42,,7.04,7.59,22.19,35.35,49.58,1:04.89,1:28.68,3:19.33,1:21.65,1:55.81,2:30.22,3:56.66,4:15.59,5:23.99,8:23.62,9:01.05,14:26.13,,5.96,8.54,15.35,20.77,6581.0,5061.0
1255,5.58,,6.9,6.29,,,22.2,35.37,49.6,1:04.93,1:28.73,3:19.45,1:21.69,1:55.87,2:30.30,3:56.78,4:15.72,5:24.16,8:23.89,9:01.35,14:26.62,,4.95,7.17,15.34,20.76,6577.0,5058.0
1254,,,,6.5,6.89,,22.21,35.39,49.63,1:04.96,1:28.78,3:19.56,1:21.73,1:55.93,2:30.38,3:56.90,4:15.85,5:24.33,8:24.17,9:01.65,14:27.11,,,8.53,15.33,20.74,6572.0,5054.0
1253,5.94,6.42,,,7.05,7.6,22.22,35.41,49.65,1:04.99,1:28.83,3:19.67,1:21.78,1:55.99,2:30.45,3:57.02,4:15.98,5:24.50,8:24.45,9:01.96,14:27.60,,5.95,7.16,15.32,20.72,6567.0,5050.0
1252,,,,,,7.36,22.23,35.42,49.68,1:05.03,1:28.88,3:19.79,1:21.82,1:56.05,2:30.53,3:57.14,4:16.11,5:24.67,8:24.73,9:02.26,14:28.10,,4.94,,15.31,20.71,6562.0,5047.0
1251,,,6.91,6.51,7.06,7.61,22.24,35.44,49.7,1:05.06,1:28.93,3:19.90,1:21.86,1:56.11,2:30.60,3:57.26,4:16.25,5:24.85,8:25.00,9:02.56,14:28.59,2.38,,7.15,15.3,20.69,6558.0,5043.0
1250,,,6.43,,6.9,,22.25,35.46,49.73,1:05.10,1:28.98,3:20.01,1:21.91,1:56.17,2:30.68,3:57.38,4:16.38,5:25.02,8:25.28,9:02.86,14:29.08,,5.94,,15.29,20.68,6553.0,5039.0
1249,5.95,6.43,,,,7.62,22.26,35.48,49.75,1:05.13,1:29.03,3:20.13,1:21.95,1:56.23,2:30.76,3:57.50,4:16.51,5:25.19,8:25.56,9:03.16,14:29.57,2.03,4.93,7.14,15.28,20.66,6548.0,5036.0
1248,5.59,,6.92,6.52,7.07,,22.27,35.49,49.78,1:05.16,1:29.08,3:20.24,1:21.99,1:56.29,2:30.83,3:57.62,4:16.64,5:25.36,8:25.84,9:03.46,14:30.07,,,,15.27,20.64,6543.0,5032.0
1247,,,,6.31,6.91,,22.28,35.51,49.8,1:05.20,1:29.13,3:20.36,1:22.04,1:56.34,2:30.91,3:57.74,4:16.77,5:25.53,8:26.12,9:03.76,14:30.56,,5.93,7.13,15.26,20.63,6538.0,5028.0
1246,,6.44,,,7.08,7.63,22.29,35.53,49.83,1:05.23,1:29.18,3:20.47,1:22.08,1:56.40,2:30.98,3:57.87,4:16.90,5:25.70,8:26.39,9:04.07,14:31.05,,,,15.25,20.61,6534.0,5024.0
1245,5.96,,,6.53,,7.38,22.3,35.55,49.85,1:05.27,1:29.22,3:20.58,1:22.12,1:56.46,2:31.06,3:57.99,4:17.04,5:25.87,8:26.67,9:04.37,14:31.54,,4.92,8.49,15.24,20.6,6529.0,5021.0
1244,,,6.93,,,7.64,22.31,35.56,49.88,1:05.30,1:29.27,3:20.70,1:22.17,1:56.52,2:31.14,3:58.11,4:17.17,5:26.04,8:26.95,9:04.67,14:32.04,,,7.12,15.23,20.58,6524.0,5017.0
1243,,6.03,,6.54,7.09,,22.32,35.58,49.9,1:05.34,1:29.32,3:20.81,1:22.21,1:56.58,2:31.21,3:58.23,4:17.30,5:26.21,8:27.23,9:04.97,14:32.53,,,8.48,15.22,20.56,6519.0,5013.0
1242,,6.45,,,,7.65,22.33,35.6,49.93,1:05.37,1:29.37,3:20.92,1:22.25,1:56.64,2:31.29,3:58.35,4:17.43,5:26.39,8:27.51,9:05.27,14:33.03,2.37,4.91,7.11,15.21,20.55,6515.0,5010.0
1241,5.97,,6.94,,7.1,,22.35,35.62,49.95,1:05.40,1:29.42,3:21.04,1:22.30,1:56.70,2:31.36,3:58.47,4:17.56,5:26.56,8:27.79,9:05.58,14:33.52,,,,15.2,20.53,6510.0,5006.0
1240,,,,6.55,,,22.36,35.63,49.98,1:05.44,1:29.47,3:21.15,1:22.34,1:56.76,2:31.44,3:58.59,4:17.70,5:26.73,8:28.07,9:05.88,14:34.01,,,7.1,15.19,20.52,6505.0,5002.0
1239,,,6.45,6.33,6.93,7.66,22.37,35.65,50.0,1:05.47,1:29.52,3:21.27,1:22.38,1:56.82,2:31.52,3:58.72,4:17.83,5:26.90,8:28.35,9:06.18,14:34.51,2.02,4.9,,15.18,20.5,6500.0,4999.0
1238,,6.46,,,7.11,7.4,22.38,35.67,50.03,1:05.51,1:29.57,3:21.38,1:22.43,1:56.88,2:31.59,3:58.84,4:17.96,5:27.07,8:28.63,9:06.48,14:35.00,,,7.09,15.17,20.48,6495.0,4995.0
1237,5.98,6.04,6.95,6.56,,7.67,22.39,35.69,50.05,1:05.54,1:29.62,3:21.49,1:22.47,1:56.94,2:31.67,3:58.96,4:18.09,5:27.24,8:28.90,9:06.79,14:35.50,,,,15.16,20.47,6491.0,4991.0
1236,,,,,,,22.4,35.7,50.08,1:05.58,1:29.67,3:21.61,1:22.51,1:57.00,2:31.74,3:59.08,4:18.22,5:27.42,8:29.18,9:07.09,14:35.99,,4.89,7.08,15.15,20.45,6486.0,4988.0
1235,,6.47,,6.34,7.12,7.68,22.41,35.72,50.1,1:05.61,1:29.72,3:21.72,1:22.56,1:57.06,2:31.82,3:59.20,4:18.36,5:27.59,8:29.46,9:07.39,14:36.49,,,,15.14,20.44,6481.0,4984.0
1234,5.61,,6.96,6.57,,,22.42,35.74,50.13,1:05.64,1:29.77,3:21.84,1:22.60,1:57.12,2:31.90,3:59.32,4:18.49,5:27.76,8:29.74,9:07.70,14:36.98,,5.88,8.44,15.13,20.42,6476.0,4980.0
1233,5.99,,6.46,,7.13,,22.43,35.76,50.15,1:05.68,1:29.82,3:21.95,1:22.65,1:57.18,2:31.97,3:59.45,4:18.62,5:27.93,8:30.02,9:08.00,14:37.48,2.36,4.88,7.07,15.12,20.4,6472.0,4976.0
1232,,,,,,7.69,22.44,35.77,50.18,1:05.71,1:29.87,3:22.07,1:22.69,1:57.24,2:32.05,3:59.57,4:18.75,5:28.10,8:30.30,9:08.30,14:37.97,,,8.43,15.11,20.39,6467.0,4973.0
1231,,6.48,,6.58,6.95,,22.45,35.79,50.2,1:05.75,1:29.92,3:22.18,1:22.73,1:57.29,2:32.13,3:59.69,4:18.89,5:28.28,8:30.58,9:08.61,14:38.47,,5.87,7.06,17.62,20.37,6462.0,4969.0
1230,,,6.97,,7.14,7.7,22.46,35.81,50.23,1:05.78,1:29.97,3:22.30,1:22.78,1:57.35,2:32.20,3:59.81,4:19.02,5:28.45,8:30.86,9:08.91,14:38.97,,4.87,,15.1,20.36,6457.0,4965.0
1229,6.0,,,,,,22.47,35.83,50.25,1:05.82,1:30.02,3:22.41,1:22.82,1:57.41,2:32.28,3:59.93,4:19.15,5:28.62,8:31.14,9:09.21,14:39.46,2.01,,7.05,15.09,20.34,6452.0,4962.0
1228,,,,6.59,7.15,7.71,22.48,35.84,50.28,1:05.85,1:30.07,3:22.52,1:22.86,1:57.47,2:32.36,4:00.06,4:19.29,5:28.79,8:31.42,9:09.52,14:39.96,,5.86,,15.08,20.32,6448.0,4958.0
1227,5.62,6.49,6.98,6.36,6.96,,22.49,35.86,50.3,1:05.89,1:30.12,3:22.64,1:22.91,1:57.53,2:32.43,4:00.18,4:19.42,5:28.96,8:31.70,9:09.82,14:40.46,,4.86,7.04,15.07,20.31,6443.0,4954.0
1226,,,,6.6,,,22.5,35.88,50.33,1:05.92,1:30.16,3:22.75,1:22.95,1:57.59,2:32.51,4:00.30,4:19.55,5:29.14,8:31.98,9:10.13,14:40.95,,,,15.06,20.29,6438.0,4951.0
1225,6.01,,,,7.16,7.72,22.51,35.9,50.35,1:05.95,1:30.21,3:22.87,1:23.00,1:57.65,2:32.59,4:00.42,4:19.68,5:29.31,8:32.26,9:10.43,14:41.45,,5.85,8.4,15.05,20.28,6433.0,4947.0
1224,,6.5,,,,,22.52,35.91,50.38,1:05.99,1:30.26,3:22.98,1:23.04,1:57.71,2:32.66,4:00.54,4:19.82,5:29.48,8:32.55,9:10.74,14:41.95,2.35,4.85,7.03,15.04,20.26,6428.0,4943.0
1223,,,6.99,6.61,7.17,7.73,22.53,35.93,50.4,1:06.02,1:30.31,3:23.10,1:23.08,1:57.77,2:32.74,4:00.67,4:19.95,5:29.65,8:32.83,9:11.04,14:42.45,,5.84,8.39,15.03,20.25,6424.0,4940.0
1222,,,,,,,22.54,35.95,50.43,1:06.06,1:30.36,3:23.21,1:23.13,1:57.83,2:32.82,4:00.79,4:20.08,5:29.83,8:33.11,9:11.35,14:42.94,,,7.02,15.02,20.23,6419.0,4936.0
1221,6.02,,6.48,,,7.74,22.55,35.97,50.45,1:06.09,1:30.41,3:23.33,1:23.17,1:57.89,2:32.89,4:00.91,4:20.22,5:30.00,8:33.39,9:11.65,14:43.44,,,8.38,15.01,20.21,6414.0,4932.0
1220,5.63,6.51,7.0,6.62,7.18,,22.56,35.98,50.48,1:06.13,1:30.46,3:23.44,1:23.21,1:57.95,2:32.97,4:01.03,4:20.35,5:30.17,8:33.67,9:11.96,14:43.94,,4.84,7.01,15.0,20.2,6409.0,4928.0
1219,,,,,,,22.57,36.0,50.51,1:06.16,1:30.51,3:23.56,1:23.26,1:58.01,2:33.05,4:01.16,4:20.48,5:30.35,8:33.95,9:12.26,14:44.44,2.0,,8.37,14.99,20.18,6405.0,4925.0
1218,,6.07,,6.38,7.19,7.75,22.58,36.02,50.53,1:06.20,1:30.56,3:23.67,1:23.30,1:58.07,2:33.12,4:01.28,4:20.62,5:30.52,8:34.23,9:12.57,14:44.94,,,7.0,14.98,20.17,6400.0,4921.0
1217,,,,6.63,,,22.59,36.04,50.56,1:06.23,1:30.61,3:23.79,1:23.35,1:58.13,2:33.20,4:01.40,4:20.75,5:30.69,8:34.51,9:12.87,14:45.44,,4.83,,14.97,20.15,6395.0,4917.0
1216,6.03,6.52,7.01,,6.99,7.76,22.6,36.06,50.58,1:06.27,1:30.66,3:23.90,1:23.39,1:58.19,2:33.28,4:01.53,4:20.88,5:30.87,8:34.80,9:13.18,14:45.94,,,6.99,14.96,20.13,6390.0,4914.0
1215,,,6.49,,7.2,7.47,22.61,36.07,50.61,1:06.30,1:30.71,3:24.02,1:23.43,1:58.25,2:33.35,4:01.65,4:21.02,5:31.04,8:35.08,9:13.48,14:46.44,2.34,,,14.95,20.12,6385.0,4910.0
1214,5.64,,,6.64,,7.77,22.62,36.09,50.63,1:06.34,1:30.76,3:24.13,1:23.48,1:58.31,2:33.43,4:01.77,4:21.15,5:31.21,8:35.36,9:13.79,14:46.93,,4.82,8.35,14.94,20.1,6381.0,4906.0
1213,,6.53,7.02,,7.21,,22.63,36.11,50.66,1:06.37,1:30.81,3:24.25,1:23.52,1:58.37,2:33.51,4:01.89,4:21.28,5:31.39,8:35.64,9:14.09,14:47.43,,,6.98,14.93,20.09,6376.0,4903.0
1212,6.04,6.08,,6.65,7.0,,22.64,36.13,50.68,1:06.40,1:30.86,3:24.36,1:23.57,1:58.43,2:33.59,4:02.02,4:21.42,5:31.56,8:35.92,9:14.40,14:47.93,,5.8,8.34,14.92,20.07,6371.0,4899.0
1211,,,,,,7.78,22.65,36.14,50.71,1:06.44,1:30.91,3:24.48,1:23.61,1:58.49,2:33.66,4:02.14,4:21.55,5:31.73,8:36.21,9:14.71,14:48.43,,4.81,6.97,14.91,20.05,6366.0,4895.0
1210,,,6.5,6.4,7.22,,22.66,36.16,50.73,1:06.47,1:30.96,3:24.59,1:23.65,1:58.55,2:33.74,4:02.26,4:21.69,5:31.91,8:36.49,9:15.01,14:48.93,,,8.33,14.9,20.04,6361.0,4892.0
1209,,6.54,7.03,6.66,,7.79,22.67,36.18,50.76,1:06.51,1:31.01,3:24.71,1:23.70,1:58.61,2:33.82,4:02.39,4:21.82,5:32.08,8:36.77,9:15.32,14:49.44,1.99,5.79,6.96,14.89,20.02,6357.0,4888.0
1208,6.05,,,,7.23,7.49,22.68,36.2,50.78,1:06.54,1:31.06,3:24.83,1:23.74,1:58.67,2:33.89,4:02.51,4:21.95,5:32.25,8:37.05,9:15.62,14:49.94,,4.8,8.32,14.88,20.01,6352.0,4884.0
1207,5.65,,,,,7.8,22.69,36.21,50.81,1:06.58,1:31.11,3:24.94,1:23.79,1:58.73,2:33.97,4:02.63,4:22.09,5:32.43,8:37.34,9:15.93,14:50.44,,,6.95,14.87,19.99,6347.0,4880.0
1206,,6.09,7.04,6.67,,,22.7,36.23,50.83,1:06.61,1:31.16,3:25.06,1:23.83,1:58.79,2:34.05,4:02.75,4:22.22,5:32.60,8:37.62,9:16.24,14:50.94,2.33,5.78,,14.86,19.97,6342.0,4877.0
1205,,6.55,,,7.24,,22.71,36.25,50.86,1:06.65,1:31.21,3:25.17,1:23.88,1:58.85,2:34.13,4:02.88,4:22.36,5:32.78,8:37.90,9:16.55,14:51.44,,4.79,6.94,14.85,19.96,6337.0,4873.0
1204,6.06,,6.51,,7.02,7.81,22.72,36.27,50.88,1:06.68,1:31.26,3:25.29,1:23.92,1:58.91,2:34.20,4:03.00,4:22.49,5:32.95,8:38.19,9:16.85,14:51.94,,,,14.84,19.94,6333.0,4869.0
1203,,,,6.68,,,22.73,36.29,50.91,1:06.72,1:31.31,3:25.40,1:23.96,1:58.97,2:34.28,4:03.12,4:22.62,5:33.12,8:38.47,9:17.16,14:52.44,,5.77,8.3,14.83,19.93,6328.0,4866.0
1202,,6.56,7.05,6.42,7.25,7.82,22.74,36.3,50.94,1:06.75,1:31.36,3:25.52,1:24.01,1:59.03,2:34.36,4:03.25,4:22.76,5:33.30,8:38.75,9:17.47,14:52.95,,4.78,6.93,14.82,19.91,6323.0,4862.0
1201,6.07,,,,7.03,7.51,22.75,36.32,50.96,1:06.79,1:31.41,3:25.64,1:24.05,1:59.09,2:34.44,4:03.37,4:22.89,5:33.47,8:39.03,9:17.77,14:53.45,,5.76,8.29,14.81,19.89,6318.0,4858.0
1200,5.66,6.1,,6.69,7.26,7.83,22.76,36.34,50.99,1:06.82,1:31.46,3:25.75,1:24.10,1:59.15,2:34.51,4:03.50,4:23.03,5:33.65,8:39.32,9:18.08,14:53.95,1.98,,6.92,14.8,19.88,6313.0,4855.0
1199,,,7.06,,,,22.77,36.36,51.01,1:06.86,1:31.51,3:25.87,1:24.14,1:59.21,2:34.59,4:03.62,4:23.16,5:33.82,8:39.60,9:18.39,14:54.45,,,8.28,14.79,19.86,6309.0,4851.0
1198,,6.57,6.52,6.7,,7.52,22.78,36.37,51.04,1:06.89,1:31.56,3:25.98,1:24.18,1:59.27,2:34.67,4:03.74,4:23.30,5:34.00,8:39.89,9:18.70,14:54.96,,4.77,6.91,17.31,19.85,6304.0,4847.0
1197,6.08,,,,7.27,7.84,22.79,36.39,51.06,1:06.93,1:31.61,3:26.10,1:24.23,1:59.33,2:34.75,4:03.87,4:23.43,5:34.17,8:40.17,9:19.00,14:55.46,2.32,,8.27,14.78,19.83,6299.0,4843.0
1196,,,,,,,22.81,36.41,51.09,1:06.96,1:31.66,3:26.22,1:24.27,1:59.40,2:34.82,4:03.99,4:23.56,5:34.35,8:40.45,9:19.31,14:55.96,,,6.9,14.77,19.81,6294.0,4840.0
1195,,,7.07,6.71,7.28,7.85,22.82,36.43,51.11,1:07.00,1:31.71,3:26.33,1:24.32,1:59.46,2:34.90,4:04.11,4:23.70,5:34.52,8:40.74,9:19.62,14:56.46,,4.76,,14.76,19.8,6289.0,4836.0
1194,,6.58,,6.44,,7.53,22.83,36.45,51.14,1:07.03,1:31.77,3:26.45,1:24.36,1:59.52,2:34.98,4:04.24,4:23.83,5:34.69,8:41.02,9:19.93,14:56.97,,,6.89,14.75,19.78,6285.0,4832.0
1193,6.09,6.11,,,7.05,7.86,22.84,36.46,51.16,1:07.07,1:31.82,3:26.56,1:24.41,1:59.58,2:35.06,4:04.36,4:23.97,5:34.87,8:41.31,9:20.24,14:57.47,,,,14.74,19.77,6280.0,4829.0
1192,,,7.08,6.72,7.29,,22.85,36.48,51.19,1:07.10,1:31.87,3:26.68,1:24.45,1:59.64,2:35.13,4:04.49,4:24.10,5:35.04,8:41.59,9:20.55,14:57.98,,4.75,8.25,14.73,19.75,6275.0,4825.0
1191,,6.59,,,,7.54,22.86,36.5,51.22,1:07.14,1:31.92,3:26.80,1:24.50,1:59.70,2:35.21,4:04.61,4:24.24,5:35.22,8:41.88,9:20.86,14:58.48,,,6.88,14.72,19.73,6270.0,4821.0
